"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment",,,,,,,,,,,,,,
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment",,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
25000,Massachusetts,5,  Personal income,376591.2,379250.4,396488.7,422547.6,438598.5,459778.7,483954.4,507712.7,541420.5,583363.1,590400.3
25000,Massachusetts,6,  Disposable personal income,325798.7,321324.5,334155.5,354729,370077.6,388416,410699.8,429657.4,462485.5,487481.5,480875.6
25000,Massachusetts,7,  Personal consumption expenditures,295070.2,303703.1,315986.3,327645.5,338935.6,354806.5,369729.9,381767.7,368684.9,414257.6,448337.4
25000,Massachusetts,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
25000,Massachusetts,8,  Real per capita personal income 4,54724,54483,55020,57983,57582,58739,59922,62159,64839,68104,(NA)
25000,Massachusetts,9,  Real per capita PCE 5,42473,43021,43155,44224,43723,44282,44688,45429,42335,47510,(NA)
25000,Massachusetts,,Per capita current dollar statistics,,,,,,,,,,,
25000,Massachusetts,10,  Per capita personal income 6,56269,56130,58141,61548,63487,66076,69195,72359,77393,83461,84561
25000,Massachusetts,11,  Per capita disposable personal income 7,48680,47557,49000,51670,53568,55820,58721,61234,66110,69743,68874
25000,Massachusetts,12,  Per capita personal consumption expenditures (PCE) 8,44088,44949,46336,47725,49061,50990,52863,54409,52701,59267,64214
25000,Massachusetts,,Price indexes,,,,,,,,,,,
25000,Massachusetts,13,  Regional price parities (RPPs) 9,103.7,102.687,104.235,104.505,107.435,107.301,107.621,107.369,109.117,106.555,(NA)
25000,Massachusetts,14,  Implicit regional price deflator 10,103.7,104.077,107.244,107.761,111.892,113.797,116.572,118.034,121.278,123.2,(NA)
25000,Massachusetts,,Employment,,,,,,,,,,,
25000,Massachusetts,15,  Total employment (number of jobs),4253382,4353531,4447709,4631415,4709800,4778364,4855037,4872907,4600264,4777326,5002244
26000,Michigan,,Real dollar statistics,,,,,,,,,,,
26000,Michigan,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),505101.5,516843,517845.2,502483.7,531500,539898.2
26000,Michigan,2,  Real personal income (millions of constant (2012) dollars) 2,411795.2,408992.9,418732.3,449113.5,458546.2,468965.2,468569.7,473797.2,513048.3,522600.8,(NA)
26000,Michigan,3,  Real PCE (millions of constant (2012) dollars) 3,350487.4,354717.8,362256.3,379504.6,390155.6,401382.5,402760.4,403073.7,392014.3,420483.1,(NA)
26000,Michigan,,Current dollar statistics (millions of dollars),,,,,,,,,,,
26000,Michigan,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),505101.5,525240.8,536975.6,530231.1,576502.2,622562.7
26000,Michigan,5,  Personal income,387339.2,390857.9,407267,429284.9,441557.2,454894.8,474208,489493.1,531530.2,568132,572325.1
26000,Michigan,6,  Disposable personal income,348254.6,347736.1,362554.6,380285.6,389478.1,402996.6,422585.8,436361.6,478807.5,503667,498611.5
26000,Michigan,7,  Personal consumption expenditures,331325.9,341572.6,355375.1,367082.2,381461.5,396468.1,412800.9,423687,414399.6,461918.5,496511.4
26000,Michigan,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
26000,Michigan,8,  Real per capita personal income 4,41508,41116,41980,44969,45777,46664,46528,47012,50960,51996,(NA)
26000,Michigan,9,  Real per capita PCE 5,35329,35660,36318,37999,38949,39939,39994,39994,38938,41836,(NA)
26000,Michigan,,Per capita current dollar statistics,,,,,,,,,,,
26000,Michigan,10,  Per capita personal income 6,39043,39293,40830,42984,44081,45264,47088,48569,52786,56601,57038
26000,Michigan,11,  Per capita disposable personal income 7,35104,34958,36348,38078,38882,40100,41962,43297,47550,50179,49692
26000,Michigan,12,  Per capita personal consumption expenditures (PCE) 8,33397,34338,35628,36755,38081,39450,40991,42040,41154,46019,49482
26000,Michigan,,Price indexes,,,,,,,,,,,
26000,Michigan,13,  Regional price parities (RPPs) 9,94.731,95.072,95.536,93.809,93.591,92.604,94.38,95.288,94.557,94.253,(NA)
26000,Michigan,14,  Implicit regional price deflator 10,94.731,96.36,98.294,96.732,97.474,98.209,102.23,104.753,105.095,108.976,(NA)
26000,Michigan,,Employment,,,,,,,,,,,
26000,Michigan,15,  Total employment (number of jobs),5234356,5323127,5412068,5501527,5575793,5631139,5715122,5713233,5387741,5601637,5864009
27000,Minnesota,,Real dollar statistics,,,,,,,,,,,
27000,Minnesota,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),354721.9,364799.7,368688.7,358127.2,374733.3,379111.5
27000,Minnesota,2,  Real personal income (millions of constant (2012) dollars) 2,263919.5,262147.6,269625.9,285582.1,289275.2,297104.7,296400.8,306558.2,327803.1,333417.9,(NA)
27000,Minnesota,3,  Real PCE (millions of constant (2012) dollars) 3,210897.5,213136.9,215870.8,223624.8,228832.9,236378.2,236026.7,240404.8,231904.8,243821.5,(NA)
27000,Minnesota,,Current dollar statistics (millions of dollars),,,,,,,,,,,
27000,Minnesota,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),354721.9,372439.2,383961.6,379438.7,413063.1,448032.4
27000,Minnesota,5,  Personal income,255427.7,257507.8,270190.2,282988,288866.6,301749,317564.8,329115.6,349887.4,381789.1,393569
27000,Minnesota,6,  Disposable personal income,224772.6,223396,234034.9,243358.4,248326.8,260814.3,276135.7,285832.7,306139.5,329269.5,335074.2
27000,Minnesota,7,  Personal consumption expenditures,205669.3,211942.7,219517.6,225990.2,233506.2,243968.6,255563.4,260981.7,249336.4,278984.2,302147.7
27000,Minnesota,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
27000,Minnesota,8,  Real per capita personal income 4,48980,48274,49262,51832,52063,53003,52459,53908,57437,58419,(NA)
27000,Minnesota,9,  Real per capita PCE 5,39140,39249,39440,40587,41185,42170,41774,42275,40634,42720,(NA)
27000,Minnesota,,Per capita current dollar statistics,,,,,,,,,,,
27000,Minnesota,10,  Per capita personal income 6,47404,47419,49365,51362,51990,53832,56205,57874,61278,66846,68840
27000,Minnesota,11,  Per capita disposable personal income 7,41715,41138,42759,44169,44693,46529,48872,50263,53616,57651,58608
27000,Minnesota,12,  Per capita personal consumption expenditures (PCE) 8,38170,39029,40107,41017,42026,43524,45231,45893,43668,48846,52849
27000,Minnesota,,Price indexes,,,,,,,,,,,
27000,Minnesota,13,  Regional price parities (RPPs) 9,97.578,97.905,98.723,97.432,97.202,96.775,99.729,98.994,97.803,98.423,(NA)
27000,Minnesota,14,  Implicit regional price deflator 10,97.578,99.23,101.572,100.467,101.234,102.633,108.024,108.828,108.703,113.797,(NA)
27000,Minnesota,,Employment,,,,,,,,,,,
27000,Minnesota,15,  Total employment (number of jobs),3505288,3555540,3603670,3662633,3697854,3735638,3776940,3782809,3607496,3711807,3844786
28000,Mississippi,,Real dollar statistics,,,,,,,,,,,
28000,Mississippi,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),110281.4,110174.8,110537.9,109894.1,114198.5,114152.9
28000,Mississippi,2,  Real personal income (millions of constant (2012) dollars) 2,112783.6,112624.8,113045.4,115540.8,116002.2,118694.1,121168.2,123432.4,132800.1,135579.6,(NA)
28000,Mississippi,3,  Real PCE (millions of constant (2012) dollars) 3,92001.4,91989.3,93017.9,95343.2,96302,98340.3,101609.8,101473.3,100957.8,107372.4,(NA)
28000,Mississippi,,Current dollar statistics (millions of dollars),,,,,,,,,,,
28000,Mississippi,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),110281.4,113166.4,115441.7,116193.1,128364.5,139976.4
28000,Mississippi,5,  Personal income,99732.8,101472.1,103442.7,104772.2,106355.5,109132.8,111917.8,116256.3,125760.5,137381.7,136330.2
28000,Mississippi,6,  Disposable personal income,92226.7,93290.6,95153.1,96008,97349.3,100383.5,103471,107233.4,116624.9,126394.1,123982.2
28000,Mississippi,7,  Personal consumption expenditures,81853.3,83679.2,85932.3,88020.8,90111.3,92341.8,94495,96100.5,96882.6,108194,116654.2
28000,Mississippi,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
28000,Mississippi,8,  Real per capita personal income 4,37817,37710,37838,38708,38871,39785,40734,41574,44912,45960,(NA)
28000,Mississippi,9,  Real per capita PCE 5,30849,30801,31134,31941,32269,32963,34159,34178,34143,36398,(NA)
28000,Mississippi,,Per capita current dollar statistics,,,,,,,,,,,
28000,Mississippi,10,  Per capita personal income 6,33441,33976,34624,35100,35638,36580,37624,39157,42513,46577,46370
28000,Mississippi,11,  Per capita disposable personal income 7,30924,31237,31849,32164,32620,33647,34785,36118,39425,42851,42170
28000,Mississippi,12,  Per capita personal consumption expenditures (PCE) 8,27446,28018,28763,29488,30195,30952,31767,32368,32751,36681,39678
28000,Mississippi,,Price indexes,,,,,,,,,,,
28000,Mississippi,13,  Regional price parities (RPPs) 9,89.126,89.755,89.761,89.178,89.165,87.674,86.095,86.49,85.844,86.601,(NA)
28000,Mississippi,14,  Implicit regional price deflator 10,89.126,90.97,92.352,91.956,92.864,92.982,93.256,95.081,95.411,100.128,(NA)
28000,Mississippi,,Employment,,,,,,,,,,,
28000,Mississippi,15,  Total employment (number of jobs),1519741,1532509,1556854,1568216,1581199,1592198,1602929,1607308,1573290,1625695,1674142
29000,Missouri,,Real dollar statistics,,,,,,,,,,,
29000,Missouri,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),311273.8,314182.4,320880.8,315276.2,330117.5,336625.8
29000,Missouri,2,  Real personal income (millions of constant (2012) dollars) 2,261846.3,259028.7,262215.1,275105.7,281511.7,284752.8,290481.9,296462.6,313874.2,321701.8,(NA)
29000,Missouri,3,  Real PCE (millions of constant (2012) dollars) 3,221815.1,221597.7,222023.4,230527.9,235232,241430.8,245784.7,247260.3,240966.4,260823.1,(NA)
29000,Missouri,,Current dollar statistics (millions of dollars),,,,,,,,,,,
29000,Missouri,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),311273.8,320451.6,334364.7,335278.3,365145.4,396889.9
29000,Missouri,5,  Personal income,240967.8,242493,250783.7,259350,267048.6,273774.2,286084.3,297349.1,320592.9,345961.2,357194.7
29000,Missouri,6,  Disposable personal income,217574,216900.2,223920.8,230119.7,237097.9,244067.9,256236.6,266044.2,288925.1,307449.8,313150.6
29000,Missouri,7,  Personal consumption expenditures,205513.3,209534.9,215540.2,221482.5,227468.9,235234.9,244790.5,250292.5,247702.2,276572.3,300328.4
29000,Missouri,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
29000,Missouri,8,  Real per capita personal income 4,43448,42857,43267,45270,46200,46576,47398,48257,50999,52155,(NA)
29000,Missouri,9,  Real per capita PCE 5,36805,36664,36635,37934,38605,39490,40105,40248,39153,42285,(NA)
29000,Missouri,,Per capita current dollar statistics,,,,,,,,,,,
29000,Missouri,10,  Per capita personal income 6,39983,40121,41380,42677,43826,44781,46680,48401,52095,56073,57818
29000,Missouri,11,  Per capita disposable personal income 7,36102,35887,36948,37867,38911,39922,41810,43306,46949,49831,50688
29000,Missouri,12,  Per capita personal consumption expenditures (PCE) 8,34100,34668,35565,36446,37331,38477,39942,40742,40251,44827,48613
29000,Missouri,,Price indexes,,,,,,,,,,,
29000,Missouri,13,  Regional price parities (RPPs) 9,92.927,93.522,94.397,92.967,92.489,91.809,91.922,92.561,92.219,92.022,(NA)
29000,Missouri,14,  Implicit regional price deflator 10,92.927,94.788,97.122,95.863,96.326,97.367,99.567,101.756,102.497,106.396,(NA)
29000,Missouri,,Employment,,,,,,,,,,,
29000,Missouri,15,  Total employment (number of jobs),3528185,3565833,3597160,3655817,3700543,3735873,3777370,3779459,3692620,3796384,3934395
30000,Montana,,Real dollar statistics,,,,,,,,,,,
30000,Montana,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),48470.5,49455,50318.9,50159.6,52952,53983.4
30000,Montana,2,  Real personal income (millions of constant (2012) dollars) 2,43655.2,43475.5,44557.6,45784.3,47081.5,48921.6,50877.4,52336.7,57876.7,59577.9,(NA)
30000,Montana,3,  Real PCE (millions of constant (2012) dollars) 3,37591.9,38215.2,38488.9,39166.7,40726.3,41855.8,43967.5,43933.9,45180.1,49947.8,(NA)
30000,Montana,,Current dollar statistics (millions of dollars),,,,,,,,,,,
30000,Montana,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),48470.5,51152.1,52772.5,53130.7,59996.7,67071.9
30000,Montana,5,  Personal income,40436.9,40786,42901.4,44583.3,45283.3,48003.3,50352,53393,58208.8,64542.1,68477
30000,Montana,6,  Disposable personal income,36490.9,36524.1,38238.4,39654.4,40348.9,42890.2,45194.2,47628.4,51935.5,56719,59312.3
30000,Montana,7,  Personal consumption expenditures,35462,36679.6,38466.9,39329.3,40114.9,41986.4,44342.6,45766.4,45730,53115.7,58290.9
30000,Montana,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
30000,Montana,8,  Real per capita personal income 4,43421,42794,43471,44261,45026,46241,47703,48664,53284,53952,(NA)
30000,Montana,9,  Real per capita PCE 5,37391,37616,37550,37864,38948,39562,41224,40851,41595,45231,(NA)
30000,Montana,,Per capita current dollar statistics,,,,,,,,,,,
30000,Montana,10,  Per capita personal income 6,40220,40146,41855,43100,43306,45373,47211,49647,53546,58344,60984
30000,Montana,11,  Per capita disposable personal income 7,36295,35951,37306,38335,38587,40540,42374,44286,47775,51272,52822
30000,Montana,12,  Per capita personal consumption expenditures (PCE) 8,35272,36104,37529,38021,38364,39685,41576,42555,42067,48015,51913
30000,Montana,,Price indexes,,,,,,,,,,,
30000,Montana,13,  Regional price parities (RPPs) 9,93.867,93.904,95.14,96.444,94.159,94.105,92.356,94.199,91.649,91.567,(NA)
30000,Montana,14,  Implicit regional price deflator 10,93.867,95.175,97.887,99.449,98.065,99.802,100.037,103.556,101.863,105.871,(NA)
30000,Montana,,Employment,,,,,,,,,,,
30000,Montana,15,  Total employment (number of jobs),633197,642072,649048,660573,667793,674409,684043,685999,684052,716176,746194
31000,Nebraska,,Real dollar statistics,,,,,,,,,,,
31000,Nebraska,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),123219.9,125543.4,127481.8,126890.6,133495.7,137078.1
31000,Nebraska,2,  Real personal income (millions of constant (2012) dollars) 2,93329.3,93010.8,96914.1,101381.5,99551.4,102154.5,101836.8,104517.6,109953.1,113636.3,(NA)
31000,Nebraska,3,  Real PCE (millions of constant (2012) dollars) 3,69079.3,70125.9,71543.3,73957.6,76230.8,79286.9,79078.4,79331.5,77909.7,85501.9,(NA)
31000,Nebraska,,Current dollar statistics (millions of dollars),,,,,,,,,,,
31000,Nebraska,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),123219.9,127954.4,132741,135285,149360.3,164933.9
31000,Nebraska,5,  Personal income,86235.9,86022.2,91084.5,94681.7,93559.7,95823.7,100067.8,104489.9,111347.5,123080.5,126473.5
31000,Nebraska,6,  Disposable personal income,77995,77154.9,81556.5,84839.7,83667.2,85936.9,90267,93922.6,100316.2,109846.9,111484.5
31000,Nebraska,7,  Personal consumption expenditures,64342.3,65789.7,68366.5,70248.1,72752,75186.4,77805,79902,79234.1,89281.3,97455.4
31000,Nebraska,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
31000,Nebraska,8,  Real per capita personal income 4,50207,49649,51280,53234,51813,52811,52348,53464,56057,57869,(NA)
31000,Nebraska,9,  Real per capita PCE 5,37162,37433,37855,38834,39675,40989,40650,40580,39720,43541,(NA)
31000,Nebraska,,Per capita current dollar statistics,,,,,,,,,,,
31000,Nebraska,10,  Per capita personal income 6,46391,45918,48195,49716,48695,49538,51439,53450,56733,62682,64268
31000,Nebraska,11,  Per capita disposable personal income 7,41958,41185,43154,44548,43546,44427,46401,48044,51113,55943,56651
31000,Nebraska,12,  Per capita personal consumption expenditures (PCE) 8,34613,35118,36174,36886,37865,38869,39995,40872,40371,45469,49522
31000,Nebraska,,Price indexes,,,,,,,,,,,
31000,Nebraska,13,  Regional price parities (RPPs) 9,93.087,92.835,92.92,92.259,91.662,89.751,91.768,92.382,92.454,91.751,(NA)
31000,Nebraska,14,  Implicit regional price deflator 10,93.087,94.092,95.602,95.134,95.464,95.184,99.4,101.558,102.758,106.083,(NA)
31000,Nebraska,,Employment,,,,,,,,,,,
31000,Nebraska,15,  Total employment (number of jobs),1251331,1266360,1282738,1302877,1310927,1317730,1330415,1328389,1305651,1334434,1372111
32000,Nevada,,Real dollar statistics,,,,,,,,,,,
32000,Nevada,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),163199.1,168638.5,175771.3,165793.9,181102.9,187226.2
32000,Nevada,2,  Real personal income (millions of constant (2012) dollars) 2,107664.8,108795.3,115167.1,125179.6,130456.3,132698.3,143942.9,148905.6,160354.1,171884.2,(NA)
32000,Nevada,3,  Real PCE (millions of constant (2012) dollars) 3,89658.6,93053.8,96468.3,100925,105361.6,106664.9,115285.7,115720.9,114909,127591.1,(NA)
32000,Nevada,,Current dollar statistics (millions of dollars),,,,,,,,,,,
32000,Nevada,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),163199.1,172547.9,184343.9,175982,200127.3,222938.6
32000,Nevada,5,  Personal income,108696.1,108914.4,115514.1,125088.6,129879.1,138847,148408.1,159292.9,170269.2,192006.1,197290.9
32000,Nevada,6,  Disposable personal income,98769.9,97539.1,103922.8,112064.5,115291.7,124210.4,132913.4,143361,152866.2,170608.8,171186.1
32000,Nevada,7,  Personal consumption expenditures,91509.3,94912.7,99383.8,103663.4,108477.9,115294.6,122302.4,128046.7,126436.5,145289.4,161819.1
32000,Nevada,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
32000,Nevada,8,  Real per capita personal income 4,39295,39276,40988,43815,44898,44897,47796,48520,51493,54671,(NA)
32000,Nevada,9,  Real per capita PCE 5,32723,33593,34333,35325,36262,36089,38280,37707,36900,40583,(NA)
32000,Nevada,,Per capita current dollar statistics,,,,,,,,,,,
32000,Nevada,10,  Per capita personal income 6,39671,39319,41112,43783,44700,46977,49278,51905,54650,61024,62085
32000,Nevada,11,  Per capita disposable personal income 7,36048,35212,36986,39224,39679,42025,44133,46713,49064,54223,53870
32000,Nevada,12,  Per capita personal consumption expenditures (PCE) 8,33398,34264,35371,36284,37334,39008,40610,41723,40581,46176,50922
32000,Nevada,,Price indexes,,,,,,,,,,,
32000,Nevada,13,  Regional price parities (RPPs) 9,101.707,99.773,99.192,98.649,97.399,99.973,96.177,98.826,97.115,95.543,(NA)
32000,Nevada,14,  Implicit regional price deflator 10,101.707,101.124,102.056,101.723,101.439,106.025,104.176,108.643,107.938,110.468,(NA)
32000,Nevada,,Employment,,,,,,,,,,,
32000,Nevada,15,  Total employment (number of jobs),1519210,1561287,1608537,1664654,1724751,1780614,1848890,1884148,1770886,1912872,2061871
33000,New Hampshire,,Real dollar statistics,,,,,,,,,,,
33000,New Hampshire,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),81179.6,82269.5,84031.2,83182.1,89890.1,90150.5
33000,New Hampshire,2,  Real personal income (millions of constant (2012) dollars) 2,66693.9,65825.5,67658.4,69662.7,70119.3,70958,74065.5,77808,80981.2,86042.2,(NA)
33000,New Hampshire,3,  Real PCE (millions of constant (2012) dollars) 3,55068.9,55907.8,57003.7,58239.2,58562.7,59309.6,61852.8,62836,60801.9,66480,(NA)
33000,New Hampshire,,Current dollar statistics (millions of dollars),,,,,,,,,,,
33000,New Hampshire,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),81179.6,83859.4,87472,88589.4,99100,105024.6
33000,New Hampshire,5,  Personal income,67318.1,67121.8,69630.5,72779.6,75229,78661,82353.7,87706.3,93582,100196.8,103121.9
33000,New Hampshire,6,  Disposable personal income,61385.4,60565.5,62558.6,65022.4,66972.9,70366.5,74159.2,78765.4,84199.8,88716.3,90223.6
33000,New Hampshire,7,  Personal consumption expenditures,56524,58076.5,59367.3,61727.9,63337.2,66704.2,69023.5,71097.1,70800.5,78403.1,84869.2
33000,New Hampshire,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
33000,New Hampshire,8,  Real per capita personal income 4,50248,49454,50521,51846,51900,52214,54265,56718,58774,61946,(NA)
33000,New Hampshire,9,  Real per capita PCE 5,41490,42003,42565,43345,43346,43643,45318,45804,44128,47862,(NA)
33000,New Hampshire,,Per capita current dollar statistics,,,,,,,,,,,
33000,New Hampshire,10,  Per capita personal income 6,50719,50428,51993,54166,55681,57882,60338,63934,67883,72214,73910
33000,New Hampshire,11,  Per capita disposable personal income 7,46249,45502,46713,48393,49571,51779,54334,57416,61077,63939,64666
33000,New Hampshire,12,  Per capita personal consumption expenditures (PCE) 8,42586,43632,44330,45941,46880,49084,50571,51826,51357,56507,60828
33000,New Hampshire,,Price indexes,,,,,,,,,,,
33000,New Hampshire,13,  Regional price parities (RPPs) 9,101.885,101.615,101.418,102.462,104.413,105.653,103.727,104.061,105.258,102.51,(NA)
33000,New Hampshire,14,  Implicit regional price deflator 10,101.885,102.991,104.346,105.654,108.745,112.049,112.354,114.398,116.989,118.523,(NA)
33000,New Hampshire,,Employment,,,,,,,,,,,
33000,New Hampshire,15,  Total employment (number of jobs),824378,835032,844521,860652,873123,882481,892584,890072,858471,894739,933022
34000,New Jersey,,Real dollar statistics,,,,,,,,,,,
34000,New Jersey,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),590086.7,606892.2,617110.7,595973.4,629011.3,646731.3
34000,New Jersey,2,  Real personal income (millions of constant (2012) dollars) 2,446636,447072.4,460439.1,478605.2,487674.6,495477,498848.5,519258.5,541199.7,567508.6,(NA)
34000,New Jersey,3,  Real PCE (millions of constant (2012) dollars) 3,340519.7,344669.2,349776.8,357133.9,363568.1,365054.7,368644.3,373918.1,363998.9,401857.8,(NA)
34000,New Jersey,,Current dollar statistics (millions of dollars),,,,,,,,,,,
34000,New Jersey,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),590086.7,619340.2,641877.6,630212.7,692227.3,754948.2
34000,New Jersey,5,  Personal income,484600,488591.3,509357.6,530303.1,545301.7,566237.1,591910.4,624819.8,657894.4,705095.2,714990.2
34000,New Jersey,6,  Disposable personal income,425028,421449.1,439473.5,454670.3,468296.2,487599.4,512769.8,540976.3,575184.5,605108.3,599069.9
34000,New Jersey,7,  Personal consumption expenditures,372893.6,381523.2,394640.6,404207.8,415927.6,428802.3,446294.5,463021.9,453151.6,514108,556464.6
34000,New Jersey,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
34000,New Jersey,8,  Real per capita personal income 4,49997,49759,50968,52730,53474,54004,54112,56083,58321,61239,(NA)
34000,New Jersey,9,  Real per capita PCE 5,38118,38361,38718,39347,39866,39788,39988,40385,39225,43364,(NA)
34000,New Jersey,,Per capita current dollar statistics,,,,,,,,,,,
34000,New Jersey,10,  Per capita personal income 6,54247,54380,56383,58425,59793,61716,64206,67484,70957,76079,77199
34000,New Jersey,11,  Per capita disposable personal income 7,47578,46907,48647,50093,51349,53145,55622,58428,62037,65290,64683
34000,New Jersey,12,  Per capita personal consumption expenditures (PCE) 8,41742,42463,43685,44533,45607,46736,48411,50009,48875,55472,60082
34000,New Jersey,,Price indexes,,,,,,,,,,,
34000,New Jersey,13,  Regional price parities (RPPs) 9,109.31,108.833,108.971,109.02,108.919,109.333,111.004,111.239,110.661,109.099,(NA)
34000,New Jersey,14,  Implicit regional price deflator 10,109.31,110.306,112.116,112.417,113.437,115.952,120.236,122.288,122.993,126.141,(NA)
34000,New Jersey,,Employment,,,,,,,,,,,
34000,New Jersey,15,  Total employment (number of jobs),5053885,5133106,5206898,5303132,5391258,5448785,5550061,5571245,5319454,5585214,5905843
35000,New Mexico,,Real dollar statistics,,,,,,,,,,,
35000,New Mexico,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),93210.1,96077,100446.2,97511.9,99572.3,101315
35000,New Mexico,2,  Real personal income (millions of constant (2012) dollars) 2,77515.3,76123.5,79539.3,82002.4,83255.9,81867.1,87512.3,90282.6,97529.9,102712.2,(NA)
35000,New Mexico,3,  Real PCE (millions of constant (2012) dollars) 3,64504.3,65795.4,67075.4,69295.7,70501.1,70186.6,75080.1,74383.4,73040,81474.1,(NA)
35000,New Mexico,,Current dollar statistics (millions of dollars),,,,,,,,,,,
35000,New Mexico,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),93210.1,98838.2,103869.2,100434.5,111730.6,125540.6
35000,New Mexico,5,  Personal income,74610.8,73079.8,77266,79130.8,80782.3,82354.1,86179.5,91139.6,98783.2,108248.3,110303
35000,New Mexico,6,  Disposable personal income,68573.5,66440.1,70306.2,71903.8,73506.7,75092.2,78926,83120.3,91290,99310.2,99905.4
35000,New Mexico,7,  Personal consumption expenditures,62602.2,63851.9,66245.1,67683.2,69069.9,71126.1,74341.9,75343.4,74209.4,84561.4,91583.8
35000,New Mexico,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
35000,New Mexico,8,  Real per capita personal income 4,37084,36310,37966,39123,39653,38965,41611,42785,46058,48544,(NA)
35000,New Mexico,9,  Real per capita PCE 5,30860,31383,32016,33061,33578,33405,35700,35250,34492,38506,(NA)
35000,New Mexico,,Per capita current dollar statistics,,,,,,,,,,,
35000,New Mexico,10,  Per capita personal income 6,35695,34858,36880,37753,38475,39197,40977,43191,46631,51141,52194
35000,New Mexico,11,  Per capita disposable personal income 7,32806,31691,33558,34305,35009,35740,37528,39391,43094,46918,47274
35000,New Mexico,12,  Per capita personal consumption expenditures (PCE) 8,29950,30456,31620,32292,32896,33853,35349,35705,35031,39950,43336
35000,New Mexico,,Price indexes,,,,,,,,,,,
35000,New Mexico,13,  Regional price parities (RPPs) 9,96.537,95.472,95.415,94.613,94.089,95.721,91.658,92.743,91.634,89.907,(NA)
35000,New Mexico,14,  Implicit regional price deflator 10,96.537,96.764,98.169,97.561,97.992,101.515,99.282,101.955,101.846,103.951,(NA)
35000,New Mexico,,Employment,,,,,,,,,,,
35000,New Mexico,15,  Total employment (number of jobs),1067145,1075551,1083585,1092272,1092375,1095489,1110587,1116844,1069531,1092639,1139488
36000,New York,,Real dollar statistics,,,,,,,,,,,
36000,New York,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),1624800.7,1665186.8,1709750.7,1650567.2,1724472.2,1763524.6
36000,New York,2,  Real personal income (millions of constant (2012) dollars) 2,959322.5,958854.8,989795.3,1024649.7,1046174.3,1092840.7,1107482.6,1133230,1182584,1207418.8,(NA)
36000,New York,3,  Real PCE (millions of constant (2012) dollars) 3,702173.4,715168.2,743544.8,761227.1,775750.7,794069.4,822051.6,838695,789404,834351.8,(NA)
36000,New York,,Current dollar statistics (millions of dollars),,,,,,,,,,,
36000,New York,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),1624800.7,1710665.6,1793261.3,1766857.4,1911345.8,2048402.6
36000,New York,5,  Personal income,1039791.6,1051798.1,1090000.8,1137082.3,1176654.7,1255776.7,1298669,1343066.3,1405028.8,1508135.1,1483802.3
36000,New York,6,  Disposable personal income,887922.1,878323.9,905575.3,938250,982658.7,1048815.7,1084639.6,1123888.4,1191068.2,1248850.2,1189509.1
